"Id","OpportunityId","OpptyName","AccountName","ProductID","ProductName","Quantity","NetPrice","Country"
"a6P3a000002uT19EAE","0063a00000hvfCXAAY","Genworks Health Private Limited Respiratory Q2'20 June","Genworks Health Private Limited","01ta0000005SeiOAAS","CARESCAPE R860 v1","2.0","1803567.85712","India"
"a6P3a000002uT1QEAU","0063a00000hvfCXAAY","Genworks Health Private Limited Respiratory Q2'20 June","Genworks Health Private Limited","01t0c000006oshVAAQ","LSTI South Asia – Respiratory","4.0","0.85016","India"
"a6P3a000002uT1TEAU","0063a00000hvfCXAAY","Genworks Health Private Limited Respiratory Q2'20 June","Genworks Health Private Limited","01t0c000006oshVAAQ","LSTI South Asia – Respiratory","4.0","0.8732","India"
"a6P3a000002nmkcEAA","0063a00000hvfG4AAI","Genworks Health Private Limited C50 Q2'20 June","Genworks Health Private Limited","01t3a000004uHDOAA2","C50 Critical Care","1.0","803571.42856","India"
"a6P3a000000flt9EAA","0063a00000hvgdjAAA","Mathi Integrated Health Centre Pvt Ltd R860 Mac2000 Q2'20","Mathi Integrated Health Centre Private Limited","01ta0000004nCCtAAM","MAC 2000","1.0","133928.57143","India"
"a6P3a000000fltJEAQ","0063a00000hvgdjAAA","Mathi Integrated Health Centre Pvt Ltd R860 Mac2000 Q2'20","Mathi Integrated Health Centre Private Limited","01ta0000005SeiOAAS","CARESCAPE R860 v1","1.0","1116069.64289","India"
"a6P3a000000fltaEAA","0063a00000hvgdjAAA","Mathi Integrated Health Centre Pvt Ltd R860 Mac2000 Q2'20","Mathi Integrated Health Centre Private Limited","01ta0000007PEVvAAO","R860 Accessories","1.0","0.89286","India"
"a6P3a000000fltcEAA","0063a00000hvgdjAAA","Mathi Integrated Health Centre Pvt Ltd R860 Mac2000 Q2'20","Mathi Integrated Health Centre Private Limited","01t0c000006oshVAAQ","LSTI South Asia – Respiratory","1.0","0.87307","India"
"a6P3a000000flk5EAA","0063a00000hvgdjAAA","Mathi Integrated Health Centre Pvt Ltd R860 Mac2000 Q2'20","Mathi Integrated Health Centre Private Limited","01ta0000004nCCtAAM","MAC 2000","1.0","133928.57143","India"
"a6P3a000000flpZEAQ","0063a00000hvgdjAAA","Mathi Integrated Health Centre Pvt Ltd R860 Mac2000 Q2'20","Mathi Integrated Health Centre Private Limited","01ta0000005SeiOAAS","CARESCAPE R860 v1","1.0","1116069.64289","India"
"a6P3a000000flpqEAA","0063a00000hvgdjAAA","Mathi Integrated Health Centre Pvt Ltd R860 Mac2000 Q2'20","Mathi Integrated Health Centre Private Limited","01ta0000007PEVvAAO","R860 Accessories","1.0","0.89286","India"
"a6P3a000000flpsEAA","0063a00000hvgdjAAA","Mathi Integrated Health Centre Pvt Ltd R860 Mac2000 Q2'20","Mathi Integrated Health Centre Private Limited","01t0c000006oshVAAQ","LSTI South Asia – Respiratory","1.0","0.87307","India"
"a6P3a000000fvuMEAQ","0063a00000hvilJAAQ","Sharma Ravin Hospital Siaretron 4000 V100 B105 Q2'20","Sharma Ravin Hospital","01t0c000008hAlIAAU","Siare Ventilator","1.0","803570.5357","India"
"a6P3a000000fvuUEAQ","0063a00000hvilJAAQ","Sharma Ravin Hospital Siaretron 4000 V100 B105 Q2'20","Sharma Ravin Hospital","01t0c000006oshVAAQ","LSTI South Asia – Respiratory","1.0","0.85014","India"
"a6P3a000000fvuXEAQ","0063a00000hvilJAAQ","Sharma Ravin Hospital Siaretron 4000 V100 B105 Q2'20","Sharma Ravin Hospital","01t3a000004uClHAAU","Carescape V100_Critical Care","2.0","142857.14286","India"
"a6P3a000000fvumEAA","0063a00000hvilJAAQ","Sharma Ravin Hospital Siaretron 4000 V100 B105 Q2'20","Sharma Ravin Hospital","01t3a000004uDH4AAM","B105 VSP2_Critical Care","2.0","482142.8571","India"
"a6P3a000000fufUEAQ","0063a00000hvilJAAQ","Sharma Ravin Hospital Siaretron 4000 V100 B105 Q2'20","Sharma Ravin Hospital","01t0c000008hAlIAAU","Siare Ventilator","1.0","803570.5357","India"
"a6P3a000000fufcEAA","0063a00000hvilJAAQ","Sharma Ravin Hospital Siaretron 4000 V100 B105 Q2'20","Sharma Ravin Hospital","01t0c000006oshVAAQ","LSTI South Asia – Respiratory","1.0","0.85014","India"
"a6P3a000000fvtOEAQ","0063a00000hvilJAAQ","Sharma Ravin Hospital Siaretron 4000 V100 B105 Q2'20","Sharma Ravin Hospital","01t3a000004uClHAAU","Carescape V100_Critical Care","2.0","142857.14286","India"
"a6P3a000000fvtdEAA","0063a00000hvilJAAQ","Sharma Ravin Hospital Siaretron 4000 V100 B105 Q2'20","Sharma Ravin Hospital","01t3a000004uDH4AAM","B105 VSP2_Critical Care","2.0","482142.8571","India"
"a6P3a000002mTcQEAU","0063a00000hvmUCAAY","Soni Burn & Plastic Surgery Centre 9100c NXT","Soni Burn & Plastic Surgery Centre","01t0c000008hAFJAA2","9100C NXT","1.0","669642.85712","India"
"a6P3a000002mTcmEAE","0063a00000hvmUCAAY","Soni Burn & Plastic Surgery Centre 9100c NXT","Soni Burn & Plastic Surgery Centre","01t0c000006oshUAAQ","LSTI South Asia – Anesthesia","1.0","42672.1601","India"
"a6P3a000002mTcqEAE","0063a00000hvmUCAAY","Soni Burn & Plastic Surgery Centre 9100c NXT","Soni Burn & Plastic Surgery Centre","01t3a000004uCCmAAM","Tec 820 SEV","1.0","89285.71429","India"
"a6P3a000002mi9jEAA","0063a00000hsKSiAAM","Dr. Khan's Consultation Chamber Mac600 Q2'20","Dr. Khan's Consultation Chamber","01ta0000007pxD3AAI","MAC 600","1.0","49107.14286","India"
"a6P3a000002mRvLEAU","0063a00000hvoOLAAY","Lead medical 9.6.20","Lead Medical Systems Private Limited","01ta0000007kMHKAA2","Corometrics 172","3.0","377192.78571","India"
"a6P3a000002mN3uEAE","0063a00000hvpWBAAY","Dr. Asit Ranjan Cardiosoft Seer1000 Q1'20 relogged","Dr. Ashit Ranjan Clinic","01t0c000008hD9WAAU","CardioDay V2.5 Holter Analysis System","1.0","294642.85714","India"
"a6P3a000002mN3xEAE","0063a00000hvpWBAAY","Dr. Asit Ranjan Cardiosoft Seer1000 Q1'20 relogged","Dr. Ashit Ranjan Clinic","01t0c000008hAEPAA2","CardioSoft EKG Stress","1.0","267857.14286","India"
"a6P3a000002mN4BEAU","0063a00000hvpWBAAY","Dr. Asit Ranjan Cardiosoft Seer1000 Q1'20 relogged","Dr. Ashit Ranjan Clinic","01t0c000008hD9XAAU","SEER 1000","1.0","116071.42856","India"
"a6P3a000002mN4IEAU","0063a00000hvpWBAAY","Dr. Asit Ranjan Cardiosoft Seer1000 Q1'20 relogged","Dr. Ashit Ranjan Clinic","01t3a000004uidSAAQ","TRMILL","1.0","35714.28571","India"
"a6P3a000002pcFoEAI","0063a00000hvstRAAQ","Dr. Suchi Swarnika Mac2000 Q2'20","Dr. Suchi Swarnika","01ta0000004nCCtAAM","MAC 2000","1.0","102678.57142","India"
"a6P3a000002nJSXEA2","0063a00000hvtc7AAA","Genworks Health Private Limited Giraffe Accessories June Q2'20","Genworks Health Private Limited","01t0c000006oKT5AAM","MIC Accessories","1.0","53571.42857","India"
"a6P3a000002nJSZEA2","0063a00000hvtc7AAA","Genworks Health Private Limited Giraffe Accessories June Q2'20","Genworks Health Private Limited","01ta0000007jsgDAAQ","Anesthesia Accessories","1.0","58035.71428","India"
"a6P3a000002n1IYEAY","0063a00000hvvK0AAI","LWP/CS 30","Indian Instruments","01t0c000008hAGLAA2","Lullaby LED PT","5.0","158482.1429","India"
"a6P3a000002n1IdEAI","0063a00000hvvK0AAI","LWP/CS 30","Indian Instruments","01t0c000008hJgGAAU","Lullaby Warmer Prime","5.0","234375.0001","India"
"a6P3a000002n1RSEAY","0063a00000hvvK0AAI","LWP/CS 30","Indian Instruments","01t0c000008hAGLAA2","Lullaby LED PT","5.0","158482.1429","India"
"a6P3a000002n1RXEAY","0063a00000hvvK0AAI","LWP/CS 30","Indian Instruments","01t0c000008hJgGAAU","Lullaby Warmer Prime","5.0","234375.0001","India"
"a6P3a000002n1RiEAI","0063a00000hvvK0AAI","LWP/CS 30","Indian Instruments","01ta0000007jsHWAAY","CARESTATION 30","1.0","357142.85715","India"
"a6P3a000002n1RzEAI","0063a00000hvvK0AAI","LWP/CS 30","Indian Instruments","01t0c000006oshUAAQ","LSTI South Asia – Anesthesia","1.0","35714.28571","India"
"a6P3a000002n1OiEAI","0063a00000hvvK0AAI","LWP/CS 30","Indian Instruments","01ta0000007jsHWAAY","CARESTATION 30","1.0","357142.85715","India"
"a6P3a000002n1OzEAI","0063a00000hvvK0AAI","LWP/CS 30","Indian Instruments","01t0c000006oshUAAQ","LSTI South Asia – Anesthesia","1.0","35714.28571","India"
"a6P3a000002muPLEAY","0063a00000hvvPtAAI","Deben Chandra Bora 9100c NXT Q2'20","Deben Chandra Bora","01t0c000008hAFJAA2","9100C NXT","1.0","668916.48214","India"
"a6P3a000002muPiEAI","0063a00000hvvPtAAI","Deben Chandra Bora 9100c NXT Q2'20","Deben Chandra Bora","01t0c000006oshUAAQ","LSTI South Asia – Anesthesia","1.0","42672.1601","India"
"a6P3a000002nquLEAQ","0063a00000hvzb4AAA","SKS Hospital SLE 6000 Inosys Q2'20","SKS Hospital","01t3a000004uOOgAAM","SLE INOSYS","1.0","980145.28571","India"
"a6P3a000002nquOEAQ","0063a00000hvzb4AAA","SKS Hospital SLE 6000 Inosys Q2'20","SKS Hospital","01t3a000004ugIdAAI","SLE 6000","1.0","2133249.61446","India"
"a6P3a000002nqumEAA","0063a00000hvzb4AAA","SKS Hospital SLE 6000 Inosys Q2'20","SKS Hospital","01t0c000006oshXAAQ","LSTI South Asia – Maternal Infant Care","1.0","0.89284","India"
"a6P3a000002nKStEAM","0063a00000hvzn0AAA","Dr. Shishir Mac2000 Q2'20","Dr. Shishir","01ta0000004nCCtAAM","MAC 2000","1.0","129463.39285","India"
"a6P3a000002nKT1EAM","0063a00000hvzn0AAA","Dr. Shishir Mac2000 Q2'20","Dr. Shishir","01t0c000006oshWAAQ","LSTI South Asia – Diagnostic Cardiology","1.0","0.0","India"
"a6P3a000002nB0mEAE","0063a00000hw0BHAAY","MAC 2000/Q2-2020","Yoga Enterprises","01ta0000004nCCtAAM","MAC 2000","1.0","103124.99999","India"
"a6P3a000002nX3NEAU","0063a00000hw03rAAA","Genworks Health Private Limited B105 &B125 Q2'20 July","Genworks Health Private Limited","01t3a000004uDH4AAM","B105 VSP2_Critical Care","6.0","935116.6071","India"
"a6P3a000002nX3oEAE","0063a00000hw03rAAA","Genworks Health Private Limited B105 &B125 Q2'20 July","Genworks Health Private Limited","01t3a000004uDHPAA2","B125 VSP 2_Critical Care","6.0","988551.74994","India"
"a6P3a000002nX4FEAU","0063a00000hw03rAAA","Genworks Health Private Limited B105 &B125 Q2'20 July","Genworks Health Private Limited","01t3a000004uHs1AAE","Frame and Patient Modules Critical Care","1.0","0.89285","India"
"a6P3a000002nnOcEAI","0063a00000hw6t9AAA","Lead Medical 17.6.20","Lead Medical Systems Private Limited","01ta0000004nCCtAAM","MAC 2000","3.0","267857.14281","India"
"a6P3a000002nnOkEAI","0063a00000hw6t9AAA","Lead Medical 17.6.20","Lead Medical Systems Private Limited","01t0c000008hEYBAA2","Mac Accessories, Trolleys and Training","1.0","13392.85714","India"
"a6P3a000002oK1UEAU","0063a00000hw9VoAAI","Medishine Healthcare Private Limited 9100c NXT B105 Q2'20","Medishine Healthcare Private Limited","01t0c000008hAFJAA2","9100C NXT","1.0","714285.71433","India"
"a6P3a000002oK1qEAE","0063a00000hw9VoAAI","Medishine Healthcare Private Limited 9100c NXT B105 Q2'20","Medishine Healthcare Private Limited","01t3a000004uDH4AAM","B105 VSP2_Critical Care","1.0","312500.0","India"
"a6P3a000002oK2NEAU","0063a00000hw9VoAAI","Medishine Healthcare Private Limited 9100c NXT B105 Q2'20","Medishine Healthcare Private Limited","01t3a000004uCCmAAM","Tec 820 SEV","1.0","89283.92858","India"
"a6P3a000002oK2UEAU","0063a00000hw9VoAAI","Medishine Healthcare Private Limited 9100c NXT B105 Q2'20","Medishine Healthcare Private Limited","01t0c000006oshUAAQ","LSTI South Asia – Anesthesia","1.0","0.89285","India"
"a6P3a000002oK2YEAU","0063a00000hw9VoAAI","Medishine Healthcare Private Limited 9100c NXT B105 Q2'20","Medishine Healthcare Private Limited","01t3a000004uNebAAE","Supplies & Accessories Critical Care","1.0","0.89286","India"
"a6P3a000002nvfgEAA","0063a00000hwAFEAA2","Chalmeda Anand Rao Institute of Medical Sciences Mac2000 Q2'20","Chalmeda Anand Rao Institute of Medical Sciences","01ta0000004nCCtAAM","MAC 2000","1.0","120535.71429","India"
"a6P3a000002nvfpEAA","0063a00000hwAFEAA2","Chalmeda Anand Rao Institute of Medical Sciences Mac2000 Q2'20","Chalmeda Anand Rao Institute of Medical Sciences","01t0c000006oshWAAQ","LSTI South Asia – Diagnostic Cardiology","1.0","9491.52542","India"
"a6P3a000002o0STEAY","0063a00000hwAm8AAE","Ascent Medi Excellance Pvt Ltd9100cNXT Q2'20","Ascent Medi Excellance Private Limited","01t0c000008hAFJAA2","9100C NXT","1.0","714284.82141","India"
"a6P3a000002o0SpEAI","0063a00000hwAm8AAE","Ascent Medi Excellance Pvt Ltd9100cNXT Q2'20","Ascent Medi Excellance Private Limited","01t0c000006oshUAAQ","LSTI South Asia – Anesthesia","1.0","0.85345","India"
"a6P3a000002o0StEAI","0063a00000hwAm8AAE","Ascent Medi Excellance Pvt Ltd9100cNXT Q2'20","Ascent Medi Excellance Private Limited","01t3a000004uCCmAAM","Tec 820 SEV","1.0","89285.71429","India"
"a6P3a000002o7mcEAA","0063a00000hwCt2AAE","Heart Care Centre Mac2000 Q2'20","Heart Care Centre","01ta0000004nCCtAAM","MAC 2000","1.0","89285.71427","India"
"a6P3a000002o7mkEAA","0063a00000hwCt2AAE","Heart Care Centre Mac2000 Q2'20","Heart Care Centre","01t0c000006oshWAAQ","LSTI South Asia – Diagnostic Cardiology","1.0","29661.01695","India"
"a6P3a000002oKKrEAM","0063a00000hwDGQAA2","Tec 8 Vaporizer","Hi-Tech Surgical Systems LLP","01t3a000004uCCmAAM","Tec 820 SEV","1.0","80356.25","India"
"a6P3a000002oKKyEAM","0063a00000hwDGQAA2","Tec 8 Vaporizer","Hi-Tech Surgical Systems LLP","01ta0000007jsgDAAQ","Anesthesia Accessories","1.0","0.89286","India"
"a6P3a000002oRqfEAE","0063a00000hwEp0AAE","Bakdil LWP & LED PT Q2'20","Bakdil","01t0c000008hJgGAAU","Lullaby Warmer Prime","1.0","53571.42858","India"
"a6P3a000002oRqpEAE","0063a00000hwEp0AAE","Bakdil LWP & LED PT Q2'20","Bakdil","01t0c000008hAGLAA2","Lullaby LED PT","1.0","47321.42857","India"
"a6P3a000002ohVQEAY","0063a00000hwEwtAAE","Werlock Kharshiing LWP & LW Q2'20","Werlock Kharshiing","01t0c000006oMutAAE","Lullaby Warmer","2.0","264285.71428","India"
"a6P3a000002ohVaEAI","0063a00000hwEwtAAE","Werlock Kharshiing LWP & LW Q2'20","Werlock Kharshiing","01t0c000008hJgGAAU","Lullaby Warmer Prime","3.0","150000.00003","India"
"a6P3a000002pyIEEAY","0063a00000hwH45AAE","LW Disp Probe","Rudrani Enterprises","01t0c000006oKT5AAM","MIC Accessories","1.0","31605.35714","India"
"a6P3a000002pyIGEAY","0063a00000hwH45AAE","LW Disp Probe","Rudrani Enterprises","01t0c000006oshXAAQ","LSTI South Asia – Maternal Infant Care","1.0","0.87567","India"
"a6P3a000002pyIJEAY","0063a00000hwH45AAE","LW Disp Probe","Rudrani Enterprises","01t0c000006oKT6AAM","Coro and Mini Telemetry Accessories","1.0","0.89286","India"
"a6P3a000002omkjEAA","0063a00000hwJ8rAAE","Mahalakshmi Hospital CS30 Q2'20","Mahalakshmi Hospital","01ta0000007jsHWAAY","CARESTATION 30","1.0","357142.85715","India"
"a6P3a000002omkzEAA","0063a00000hwJ8rAAE","Mahalakshmi Hospital CS30 Q2'20","Mahalakshmi Hospital","01t0c000006oshUAAQ","LSTI South Asia – Anesthesia","1.0","43478.26086","India"
"a6P3a000002oml2EAA","0063a00000hwJ8rAAE","Mahalakshmi Hospital CS30 Q2'20","Mahalakshmi Hospital","01t3a000004uCCnAAM","Tec 820 ISO","1.0","89285.71429","India"
"a6P3a000002prwSEAQ","0063a00000hqEJUAA2","Galaxy Superspecility Hospital & Healthcare Pvt Ltd LCS Q2'20","Galaxy Superspecility Hospital & Healthcare Private Limited","01t0c000008hAFJAA2","9100C NXT","1.0","714285.71431","India"
"a6P3a000002prwpEAA","0063a00000hqEJUAA2","Galaxy Superspecility Hospital & Healthcare Pvt Ltd LCS Q2'20","Galaxy Superspecility Hospital & Healthcare Private Limited","01t0c000006oshUAAQ","LSTI South Asia – Anesthesia","1.0","0.85345","India"
"a6P3a000002prwtEAA","0063a00000hqEJUAA2","Galaxy Superspecility Hospital & Healthcare Pvt Ltd LCS Q2'20","Galaxy Superspecility Hospital & Healthcare Private Limited","01t3a000004uCCnAAM","Tec 820 ISO","1.0","89284.82143","India"
"a6P3a000002prx0EAA","0063a00000hqEJUAA2","Galaxy Superspecility Hospital & Healthcare Pvt Ltd LCS Q2'20","Galaxy Superspecility Hospital & Healthcare Private Limited","01ta0000004nCCtAAM","MAC 2000","2.0","217857.14286","India"
"a6P3a000002prx8EAA","0063a00000hqEJUAA2","Galaxy Superspecility Hospital & Healthcare Pvt Ltd LCS Q2'20","Galaxy Superspecility Hospital & Healthcare Private Limited","01t0c000008hAEPAA2","CardioSoft EKG Stress","1.0","245535.71428","India"
